code,term
11003002,Nervous diarrhea
128333008,Diarrheal disorder
139381002,Diarrhoea symptoms
139383004,Diarrhoea
139385006,Diarrhoea symptom: [NOS] or [& vomiting]
139386007,Diarrhoea and vomiting
14384003,Postprandial diarrhea
162103003,Diarrhoea (& symptoms) or loose stools
162105005,Diarrhoea
162108007,Diarrhoea symptom: [NOS] or [& vomiting]
162109004,Diarrhoea and vomiting
16223531000119100,Liquid stool specimen
163891001,On examination - defecation reflex - spurious diarrhea
18425006,Passage of rice water stools
191971009,(Psychogenic diarrhoea) or (spurious diarrhoea)
197035001,(Presumed noninfectious diarrhoea) or (non-infective gastroenteritis NOS)
197041008,(Diarrhoea presumed non-infectious) or (non-infective gastroenteritis NOS)
207145000,[D] Stools loose
236073007,Allergic diarrhea
236077008,Protracted diarrhea
247340001,Sensation as if diarrhea will start
249519007,Diarrhea and vomiting
249521002,Frequency of bowel action
249619001,Loose stool
258457009,Fecal fluid specimen
267060006,Diarrhea symptom
267061005,Diarrhea symptom NOS
275297005,"Diarrhea and vomiting, symptom"
2919008,"Nausea, vomiting and diarrhea"
300388003,Finding of diarrhea
301469002,Antibiotic-associated diarrhea
34167008,Loose stool
386260000,Diarrhea care
398032003,Loose stool
398212009,Liquid stool
408873001,Diarrhea care assessment
408874007,Diarrhea care management
408875008,Diarrhea care education
409587002,Severe diarrhea
409966000,Acute diarrhea
418450005,Defecation reflex - spurious diarrhea
428867008,Diarrhea caused by drug
47812002,Functional diarrhea
48541000,Alteration in bowel elimination: diarrhea
498651000000101,[D]Stools loose
509391000000102,Functional diarrhoea
62315008,Diarrhea
65979008,Drug AND/OR toxin-induced diarrhea
685501000000109,Diarrhea symptom NOS
69980003,Non-infective diarrhea
71820002,Urgent desire for stool
773873004,Antidiarrheal therapeutic role
