code,term
M02,Reactive arthropathies
M020,Arthropathy following intestinal bypass
M021,Postdysenteric arthropathy
M022,Postimmunization arthropathy
M023,Reiter disease
M028,Other reactive arthropathies
M029,"Reactive arthropathy, unspecified"
M03,Postinfective and reactive arthropathies in diseases classified elsewhere
M030,Postmeningococcal arthritis A39.8
M031,Postinfective arthropathy in syphilis
M032,Other postinfectious arthropathies in diseases classified elsewhere
M036,Reactive arthropathy in other diseases classified elsewhere
M07,Psoriatic and enteropathic arthropathies
M074,Arthropathy in Crohn disease [regional enteritis] K50.-
M075,Arthropathy in ulcerative colitis K51.-
M076,Other enteropathic arthropathies
M081,Juvenile ankylosing spondylitis
M091,Juvenile arthritis in Crohn disease [regional enteritis] K50.-
M092,Juvenile arthritis in ulcerative colitis K51.-
M45,Ankylosing spondylitis
M46,Other inflammatory spondylopathies
M460,Spinal enthesopathy
M461,"Sacroiliitis, not elsewhere classified"
M468,Other specified inflammatory spondylopathies
M469,"Inflammatory spondylopathy, unspecified"
